4;24;S
-2;12;X
-2;8;X
1;7;J
3;25;M
4;18;X
2;21;L
2;13;M
4;10;D
-3;14;J
-1;11;J
1;5;S
2;14;M
9;25;J
1;16;M
-2;13;M
-2;21;D
2;25;J
2;16;D
7;14;L
3;25;M
0;17;L
9;20;L
-3;23;V
7;21;L
-3;13;S
1;5;X
9;26;S
-1;14;S
-1;3;X
2;11;J
1;12;V
7;23;S
-3;18;D
3;12;J
0;16;J
0;19;M
0;23;X
1;7;S
2;19;M
2;23;X
9;22;L
1;4;M
2;14;J
-1;12;M
3;12;X
3;26;D
4;25;L
1;12;X
-3;16;J
3;24;D
0;21;V
1;15;J
2;15;D
7;30;J
-2;21;S
9;27;X
2;14;L
-1;13;J
-1;14;M
-1;20;S
0;8;V
3;15;J
2;12;J
-2;18;X
9;14;L
9;15;V
1;19;X
-1;7;S
1;9;X
1;14;V
0;22;M
-1;13;S
9;29;S
9;25;D
2;19;V
4;9;J
9;17;J
8;19;D
-1;18;M
4;13;M
0;18;V
2;22;X
-1;4;J
-3;13;M
0;15;D
9;25;S
0;5;S
7;26;X
4;15;S
-1;13;L
4;18;L
-1;5;V
-1;14;J
7;30;J
-1;11;S
3;14;L
8;29;M
1;6;S
4;9;S
1;4;L
-3;16;J
4;8;M
0;20;D
-2;13;V
-2;21;S
7;16;S
2;24;X
-2;13;M
0;21;M
3;17;X
8;21;M
9;21;J
8;18;S
-3;8;S
0;21;M
7;30;X
0;18;D
-3;24;X
2;17;M
9;26;S
-1;5;S
0;21;D
4;21;S
9;30;D
4;25;S
7;17;X
1;21;S
-1;10;D
-2;21;V
1;5;L
7;20;M
-1;13;L
4;15;V
1;15;M
7;22;L
-2;17;S
1;7;S
1;7;J
2;19;X
-2;23;D
7;27;V
1;6;S
3;14;X
1;6;M
7;28;V
-2;21;S
7;24;S
9;16;X
-2;16;V
3;13;V
7;29;D
1;13;V
-2;21;S
-1;4;L
7;12;D
7;13;D
2;17;S
-2;10;S
-1;8;S
9;26;V
8;24;D
2;7;J
9;25;V
8;26;X
0;20;L
7;31;S
-3;17;S
0;7;S
1;18;L
7;30;S
9;29;D
3;15;M
7;23;X
-1;19;M
-1;14;L
-2;13;J
2;20;J
3;16;V
4;23;D
-2;16;S
4;12;D
2;15;X
3;26;J
-3;5;J
2;26;J
-2;14;D
-2;4;X
-3;17;V
4;11;S
4;21;X
0;20;S
-1;21;M
1;16;L
7;12;V
4;24;S
-2;11;V
0;17;J
7;26;D
4;26;V
8;20;M
8;23;D
0;6;V
-2;22;J
7;30;D
-2;12;J
2;17;X
7;12;X
9;21;D
-1;14;S
-3;15;D
7;20;M
7;24;V
0;23;D
0;7;X
1;9;D
7;14;X
-1;17;S
2;16;S
-1;11;V
-1;8;J
2;7;L
7;13;V
9;20;J
8;27;D
2;15;V
4;25;X
9;16;J
-2;11;V
-3;21;S
3;18;S
-3;15;S
2;23;J
8;25;D
8;31;L
4;23;X
7;13;X
4;17;X
-1;13;D
3;17;X
-3;14;X
3;18;S
2;24;J
0;13;S
9;21;J
1;14;J
-3;23;V
-3;14;S
4;14;M
-1;16;V
7;18;S
4;22;J
7;19;L
0;16;V
-1;16;D
9;24;X
-1;7;X
1;20;S
-2;11;S
2;22;X
-1;18;M
2;17;J
-2;17;D
2;21;D
-3;24;L
4;23;M
9;16;S
7;30;D
8;14;L
4;7;S
9;14;L
9;12;J
2;22;X
1;20;X
-2;8;V
-1;17;V
9;13;M
0;19;M
8;13;V
1;17;D
1;4;S
2;19;X
9;24;D
-1;13;J
8;24;D
9;23;D
-1;12;D
4;22;D
-2;13;M
4;19;L
0;6;L
0;6;S
1;23;X
9;13;D
3;19;M
2;18;S
3;17;V
9;24;V
-2;23;D
9;12;X
-1;9;L
7;21;J
-1;20;D
2;17;L
9;30;D
8;21;D
-1;9;J
3;17;S
8;25;D
1;10;D
-1;21;J
0;14;D
2;9;V
-3;5;M
7;12;D
3;25;V
0;8;S
2;18;V
-1;9;X
-1;13;S
3;11;S
9;30;S
-1;8;S
3;26;X
1;12;X
-2;8;V
4;10;L
0;12;M
-2;9;V
1;18;V
1;14;M
4;17;M
9;31;L
9;17;D
0;20;J
0;8;J
9;28;J
7;28;L
7;19;X
-1;16;L
-3;8;D
-2;17;V
8;30;D
3;15;L
8;26;X
0;9;J
-1;14;X
1;9;L
3;23;L
0;4;D
-3;17;D
3;22;S
7;22;D
-1;3;S
7;14;V
1;17;M
1;12;V
9;26;V
0;17;M
3;16;J
-3;16;J
4;21;S
2;21;J
-3;23;M
1;19;X
8;29;M
-3;17;S
2;17;S
9;16;M
9;28;X
9;17;X
8;26;J
0;15;V
0;6;X
1;23;X
1;9;S
3;21;J
-3;17;D
3;20;V
2;15;J
1;8;S
-1;5;J
-3;21;J
-1;18;D
1;14;D
7;14;S
-1;18;S
-3;18;D
8;21;X
7;23;M
-2;14;J
-3;5;M
9;29;V
-3;11;S
-2;19;S
-3;15;S
-1;3;J
-1;5;M
-3;20;V
9;19;X
-2;15;V
-1;22;X
-3;12;X
7;26;X
0;9;J
8;18;L
-3;14;M
-1;10;L
3;20;L
8;27;J
-3;5;M
-1;17;S
0;20;M
-3;20;L
-2;11;L
7;13;X
8;30;V
-2;14;V
-2;18;L
-1;8;L
9;19;L
3;24;J
9;30;D
2;18;L
0;17;L
-3;9;D
-3;13;L
7;13;J
8;20;J
8;21;X
-3;5;S
-1;5;V
9;14;X
7;22;J
0;16;L
7;29;D
8;14;D
-2;7;M
0;7;S
-1;20;D
2;15;D
3;16;X
7;30;M
1;8;D
8;14;J
4;26;L
-3;13;D
1;7;V
-3;16;X
-2;15;M
0;7;J
-1;9;L
2;15;X
7;15;J
-1;22;J
1;19;D
8;26;D
7;19;M
7;17;L
1;13;V
8;16;X
8;15;V
0;11;X
-2;18;X
7;14;J
2;13;L
9;22;V
0;5;D
4;9;S
9;19;J
-3;9;J
4;18;S
-1;22;M
9;22;L
3;25;M
-1;8;V
3;23;J
7;31;V
-1;16;V
9;23;L
2;7;M
-1;7;L
4;24;S
9;26;S
-3;24;J
0;5;M
9;29;J
-2;19;S
-1;15;J
8;19;X
-3;22;D
8;15;V
-1;14;J
7;19;M
2;20;V
0;21;D
1;13;V
3;21;V
-2;9;S
2;15;L
3;25;D
-2;17;J
1;20;L
-3;21;S
-2;19;M
-1;13;D
-2;8;L
-1;17;S
2;16;X
-3;14;L
0;21;S
-3;16;V
-3;15;J
9;24;S
9;15;V
0;16;L
2;20;M
-1;20;S
2;8;L
9;24;J
8;12;S
2;21;M
8;28;S
0;5;L
-2;19;X
4;24;V
-2;7;S
-1;20;S
-2;14;D
-1;17;V
-1;7;J
-3;17;D
3;22;S
-3;7;X
1;17;V
0;18;M
4;22;D
2;10;M
8;27;L
-3;20;L
-2;22;M
-3;8;M
1;6;V
3;13;V
4;9;M
-1;3;D
-3;16;X
1;22;D
7;14;X
7;24;J
-2;17;S
9;24;M
1;4;M
-1;8;S
1;13;V
8;23;X
-2;23;J
-1;10;M
0;18;M
3;18;J
7;14;L
9;14;L
2;19;S
-1;11;L
-1;8;J
1;10;S
9;31;V
3;16;S
3;8;L
-3;24;X
-2;5;D
2;23;S
8;24;X
9;17;V
1;7;D
7;12;V
0;23;D
-3;19;L
-1;3;D
7;18;S
-1;18;V
3;14;L
-1;16;X
-3;13;S
-3;16;L
0;14;V
-1;13;D
-1;15;V
-2;20;X
4;16;S
1;20;X
3;15;S
-2;8;V
-3;6;D
-1;19;M
4;17;J
-1;8;S
-1;10;L
2;13;M
-1;4;V
-1;12;X
-3;11;S
3;20;L
-3;24;D
-3;12;V
2;18;V
-1;20;M
-1;11;V
9;23;X
9;21;X
3;10;L
2;21;D
1;4;L
-3;23;V
9;15;M
7;27;D
4;16;L
-2;20;V
4;16;L
9;16;X
-1;18;M
8;29;M
8;15;L
0;11;D
1;10;X
9;12;X
-1;3;M
8;18;J
0;12;J
-2;17;D
7;14;D
3;23;D
1;12;J
8;12;S
7;15;S
-1;22;X
-1;13;L
-1;19;D
4;20;J
-3;9;D
8;19;D
9;30;M
8;15;L
2;23;D
-1;5;D
9;24;X
-2;11;V
-2;18;D
-1;9;V
0;21;X
-1;20;V
4;22;S
4;15;M
4;16;D
-2;5;L
4;23;V
8;20;M
1;10;X
-1;20;S
9;26;J
0;21;X
7;30;V
-3;5;J
-3;23;S
-1;11;X
7;12;D
1;23;M
3;10;J
9;18;X
-2;17;X
3;14;M
-1;8;J
-1;10;S
3;10;L
3;18;V
3;9;J
-2;21;L
0;6;S
2;17;L
-2;6;L
2;19;V
4;21;D
7;15;M
-1;4;M
1;8;D
-2;22;L
-1;11;X
1;20;M
2;18;D
3;7;S
-2;19;D
-3;21;X
1;10;L
8;26;M
-2;10;D
4;22;D
8;23;J
1;23;S
3;20;L
3;24;S
9;29;X
-1;21;L
0;7;X
0;10;L
-1;13;J
7;23;L
-2;11;V
-3;19;J
4;13;X
3;12;X
0;13;S
3;22;J
3;11;V
-1;12;D
-2;11;X
-2;20;L
2;7;D
8;24;D
-2;4;M
-2;6;V
-1;7;S
1;16;M
0;15;L
-1;19;S
-2;10;X
0;17;X
0;12;L
-1;19;L
-2;17;X
-1;9;D
-3;16;L
-1;10;S
8;18;D
-3;22;D
-1;14;L
3;7;L
7;31;S
2;16;M
3;13;M
-3;8;X
-2;17;X
4;24;L
-1;12;J
3;24;M
1;19;X
-1;13;D
0;21;J
4;24;L
4;13;J
2;16;D
9;19;J
3;14;X
-3;16;L
9;26;V
-1;21;X
4;15;L
9;15;V
-3;6;D
0;19;V
8;31;M
2;24;S
0;16;L
-3;12;S
-2;4;L
-1;11;D
1;21;X
0;8;V
9;21;X
8;25;X
0;13;S
1;8;J
1;9;J
1;11;J
1;16;V
8;13;D
-1;9;J
-1;11;L
-2;22;S
4;22;J
0;7;S
0;23;D
-1;16;J
7;29;L
-1;17;S
3;18;L
-2;21;L
7;22;M
-1;11;J
-3;5;M
1;18;L
3;18;L
0;12;D
-1;9;M
-3;6;M
7;23;L
-2;7;L
8;17;D
0;8;M
4;13;J
4;23;D
4;24;V
-2;4;J
1;15;S
-3;6;L
0;14;X
-3;17;X
7;18;D
-1;10;V
8;27;S
9;29;M
0;16;V
-1;3;D
-1;4;S
2;24;V
-1;20;L
-1;11;D
-1;7;L
0;20;D
7;24;M
7;12;S
3;13;M
3;22;J
4;17;S
-1;16;V
8;21;J
1;14;J
8;27;L
-2;20;D
4;23;J
4;15;M
9;28;S
2;19;M
8;28;J
-2;15;S
0;20;V
-1;16;D
7;14;S
0;13;L
-1;11;X
1;15;D
2;24;J
-2;22;M
7;12;S
