6;3;7;1;0
8;6;9;1;0
4;1;6;0;0
7;4;10;1;1
17;6;20;1;0
4;7;5;0;1
2;2;3;1;1
5;4;7;0;0
9;1;10;1;0
2;2;4;1;1
7;5;10;1;0
6;1;8;0;1
9;6;11;1;0
13;1;16;1;1
13;7;14;1;1
13;4;14;0;1
17;7;19;0;0
10;2;13;0;0
11;6;12;1;1
1;3;2;0;1
1;6;3;0;0
8;6;11;1;0
16;5;18;0;1
3;1;5;0;0
13;3;16;0;1
13;3;16;1;0
16;3;17;1;1
17;5;18;0;0
4;7;6;0;1
1;2;4;0;0
19;5;22;0;0
12;5;15;1;1
20;6;23;0;0
2;5;3;0;0
17;2;18;0;0
1;2;3;1;1
8;6;9;0;0
5;7;8;0;1
18;3;21;1;0
13;5;14;1;1
1;5;3;1;1
15;1;17;1;1
6;7;7;1;0
6;2;9;1;0
13;1;14;1;1
12;6;13;0;1
7;7;9;1;0
11;1;14;0;0
20;5;21;1;0
12;6;13;1;1
5;4;8;1;0
15;4;17;1;1
1;4;4;0;0
15;6;17;0;0
7;4;8;1;1
11;4;13;1;1
1;5;4;0;0
18;2;19;0;1
16;2;18;0;1
14;5;15;0;0
15;7;16;1;1
7;7;8;0;0
20;4;23;0;0
8;4;9;0;0
16;2;17;1;0
13;7;16;1;0
2;2;5;1;0
19;2;21;1;0
18;7;19;1;1
9;7;11;0;0
5;7;7;0;0
4;1;5;1;0
19;3;21;1;1
12;4;13;1;1
15;2;18;1;1
7;3;10;1;1
4;1;5;1;1
10;7;13;0;0
9;2;12;1;0
2;3;3;1;0
8;3;11;1;1
14;7;15;0;1
13;6;14;1;0
10;6;12;0;0
18;4;20;0;0
19;5;22;1;1
10;1;13;1;1
3;4;6;0;1
19;3;21;1;1
14;7;16;1;0
9;4;10;0;1
19;1;22;0;0
10;4;13;0;1
9;2;12;0;0
2;7;3;1;0
15;2;16;0;1
12;4;13;0;0
1;1;4;1;0
5;5;8;1;1
9;2;10;1;0
12;2;15;0;1
14;3;17;0;0
6;5;8;1;1
13;3;15;1;0
16;1;18;1;0
20;2;22;1;0
4;3;5;1;0
13;3;16;1;1
17;4;20;1;1
11;4;12;0;1
1;6;2;1;0
8;5;11;1;1
10;7;13;1;0
6;4;8;1;1
20;1;22;1;1
19;2;20;1;1
9;7;10;1;0
12;7;15;0;0
18;1;20;1;1
18;4;20;1;0
12;1;13;1;0
9;1;12;1;1
19;7;22;0;1
18;3;20;0;0
16;6;17;0;1
8;2;11;1;1
11;2;12;0;0
12;7;13;0;0
18;4;19;0;0
5;4;7;1;0
9;5;11;1;1
6;5;9;1;1
15;7;17;0;0
3;4;4;0;1
4;1;5;0;1
16;7;17;1;0
5;4;6;0;0
6;7;7;1;0
11;2;12;1;0
19;1;21;1;0
11;4;14;1;0
18;2;19;0;1
14;3;15;0;1
13;6;16;1;1
3;5;4;1;1
6;7;7;0;1
8;3;10;0;1
16;7;17;0;0
7;3;8;1;1
15;4;17;1;0
16;4;19;1;1
2;2;5;1;0
9;5;12;0;0
12;6;14;1;0
14;2;15;0;1
2;5;4;1;0
15;6;18;0;1
9;7;10;1;1
11;6;12;0;0
12;2;13;1;1
3;3;4;0;0
12;2;13;0;0
19;7;22;0;1
9;4;10;0;0
8;2;10;1;1
18;5;20;0;1
3;3;4;1;0
3;7;4;1;1
1;5;2;1;0
12;7;15;0;0
2;3;3;1;1
17;6;19;1;0
10;2;12;0;0
18;3;20;0;0
5;2;8;0;1
18;4;21;1;1
10;6;12;0;0
18;1;20;1;0
11;4;13;1;1
10;5;12;0;1
10;7;11;0;1
7;2;9;0;1
4;2;7;0;0
18;1;20;1;0
19;6;22;0;1
15;6;17;1;0
20;6;23;0;0
11;3;14;1;1
15;2;16;0;1
3;4;4;0;0
18;6;20;1;0
15;7;16;1;1
19;3;20;0;1
19;7;20;1;1
6;6;9;0;1
18;3;19;1;0
8;5;11;1;0
18;2;20;0;0
2;5;3;1;0
9;5;12;0;1
11;6;14;1;0
9;6;10;1;1
12;6;13;1;0
11;4;14;0;1
14;3;16;0;0
4;3;5;1;0
4;1;5;1;0
13;4;16;1;1
20;4;22;0;0
16;1;19;0;1
3;3;4;1;0
8;4;10;1;1
3;6;4;1;0
17;1;20;0;1
18;3;20;0;0
13;2;16;0;1
5;6;6;0;1
13;2;15;0;0
7;6;9;1;1
18;3;21;0;1
10;2;11;1;0
18;3;20;0;0
2;6;3;0;0
1;3;4;0;1
2;3;5;0;1
11;7;14;1;1
7;3;9;0;0
6;4;9;1;0
15;1;16;0;1
13;3;15;0;1
1;5;4;1;1
14;1;15;0;1
15;6;17;0;1
17;7;19;1;0
20;2;23;0;1
13;2;16;0;0
4;5;6;1;0
15;5;16;1;0
19;2;22;0;1
18;3;19;0;1
9;3;11;1;1
12;6;15;0;1
17;7;20;1;0
12;6;13;0;0
10;1;12;0;0
14;5;17;1;1
10;6;12;1;1
17;1;18;1;1
13;3;15;0;0
6;1;7;1;1
9;4;12;1;1
20;5;22;1;1
1;7;4;0;0
20;5;23;1;1
11;4;13;0;0
1;7;3;0;0
13;1;16;0;0
5;7;6;1;1
15;4;16;1;1
17;5;19;1;0
19;7;22;1;0
13;5;14;1;0
1;1;4;0;1
18;7;19;1;1
8;2;10;0;0
14;3;16;1;0
15;3;18;0;1
20;6;21;1;1
9;5;11;0;1
12;3;14;0;1
3;4;5;1;0
19;1;21;0;0
19;3;22;0;1
9;1;11;0;0
11;4;14;1;1
1;6;4;0;1
10;3;11;0;1
12;4;13;0;0
11;3;14;0;0
9;5;12;0;1
13;1;16;0;1
20;6;22;1;0
4;2;6;1;0
6;4;7;1;0
3;6;6;0;1
15;4;18;1;0
10;7;13;1;1
9;3;12;1;0
6;2;9;1;0
1;2;4;1;1
2;1;5;0;1
9;7;10;0;1
16;3;18;0;1
9;6;12;1;1
19;4;20;1;1
5;7;6;0;1
8;2;10;0;0
17;2;20;0;0
12;7;14;1;1
11;2;14;0;0
17;5;20;1;1
14;3;16;0;1
20;4;22;0;1
17;4;18;1;1
2;6;5;0;1
11;4;12;1;1
11;5;14;1;0
11;4;13;1;1
10;6;13;0;0
12;7;14;1;1
18;5;21;1;1
10;5;12;1;0
10;7;11;0;1
11;1;12;1;0
19;1;22;0;0
10;2;13;0;0
8;3;9;1;1
14;3;17;1;0
7;2;10;0;1
16;5;17;1;1
8;4;11;0;1
13;4;15;1;0
14;5;17;1;0
13;6;14;0;1
5;1;6;0;0
17;3;18;1;0
8;3;10;0;0
16;4;19;1;1
16;7;19;1;0
11;5;14;1;1
14;4;16;0;0
15;1;18;1;1
20;4;23;0;0
17;3;18;1;1
5;2;6;0;1
19;3;22;0;1
3;4;5;0;1
1;7;2;1;1
3;4;4;0;1
1;7;2;0;1
16;4;19;1;1
17;7;18;1;0
5;2;7;0;0
15;3;18;1;0
2;5;3;0;1
16;1;18;1;0
2;1;4;0;1
14;4;15;1;0
1;3;2;1;0
13;4;16;1;1
13;3;14;0;1
11;2;14;1;0
13;3;15;0;1
12;3;13;0;1
10;5;13;1;0
16;1;17;1;1
10;6;12;0;0
13;2;14;1;1
3;7;5;1;0
3;5;5;1;0
20;7;21;1;0
2;3;3;0;1
13;3;15;1;1
12;7;15;1;1
11;6;13;1;1
13;1;14;0;1
20;4;22;0;0
1;6;2;0;1
7;6;10;1;0
10;7;13;0;1
18;5;19;0;0
11;2;14;1;1
19;3;20;0;1
10;3;12;0;1
7;2;10;1;0
11;7;13;1;1
14;3;16;0;1
7;4;8;1;0
19;2;20;0;0
11;6;13;1;0
3;6;6;1;1
1;5;4;0;0
1;3;4;0;1
19;6;21;1;1
5;5;7;1;0
12;6;15;1;1
7;1;8;0;0
11;4;14;1;0
5;7;7;1;1
19;2;20;0;1
6;4;9;1;0
20;4;22;1;1
9;7;10;1;0
5;2;7;0;0
4;2;5;1;1
9;1;11;1;0
6;2;8;0;0
15;2;16;1;0
11;6;12;1;0
11;3;12;1;1
20;4;21;0;1
6;3;7;0;1
17;3;19;1;0
5;3;7;1;0
17;7;18;0;1
17;4;20;0;1
8;6;11;0;1
14;6;17;1;0
4;3;7;0;0
14;2;16;0;0
19;3;21;0;1
9;2;11;1;1
15;6;17;0;1
6;3;8;1;0
12;1;15;1;0
6;5;7;1;0
17;2;19;1;1
1;6;3;1;0
13;3;16;0;0
16;7;18;1;1
11;3;14;0;1
1;4;4;1;0
3;1;6;0;1
14;6;15;1;0
9;2;10;1;0
15;1;16;0;1
14;1;16;1;0
10;5;12;1;1
12;7;15;0;0
15;7;16;1;1
15;5;18;1;1
19;5;22;0;0
16;7;17;1;0
18;5;20;0;1
13;2;16;0;0
11;7;14;1;1
5;5;6;0;1
17;6;18;0;1
6;6;7;0;1
15;7;17;0;1
12;4;14;1;0
3;2;5;1;0
20;7;21;1;0
6;3;7;1;0
15;5;17;1;1
13;3;16;0;0
14;6;16;1;1
9;5;12;1;1
5;3;6;1;0
3;2;6;1;0
17;7;20;0;0
16;5;17;0;0
11;4;12;1;0
3;2;6;0;1
16;4;17;0;0
14;3;17;0;0
10;6;12;0;1
12;5;15;0;1
11;1;13;0;0
1;5;4;0;0
18;1;19;0;1
7;2;10;0;0
16;3;18;0;0
11;2;14;0;0
1;2;2;0;0
3;7;4;0;0
16;1;19;0;0
8;6;9;0;1
12;2;14;0;0
20;1;23;1;0
8;6;11;0;0
15;6;18;0;1
6;3;8;1;0
7;4;9;0;1
10;5;13;0;0
8;6;9;0;0
14;2;16;1;1
16;7;18;0;1
1;5;4;0;0
15;4;18;1;0
17;1;19;1;0
16;4;19;0;0
8;5;10;0;0
2;6;5;0;1
19;1;21;0;1
11;2;13;0;0
15;5;17;0;0
6;6;9;1;0
8;4;9;0;1
18;5;20;1;1
19;3;20;0;1
12;2;15;1;1
14;7;16;1;0
5;3;8;0;0
9;4;12;0;0
2;7;5;0;1
9;7;11;0;1
10;6;12;0;1
1;2;4;0;0
3;3;6;1;0
3;6;4;0;1
11;7;14;0;1
13;7;15;1;0
18;3;21;0;1
3;3;5;0;1
4;6;6;0;0
4;5;6;1;0
18;5;19;0;0
9;1;12;1;1
10;4;12;1;1
19;5;22;0;1
5;4;6;1;0
3;7;5;0;1
20;2;21;1;1
9;3;12;0;0
4;2;5;1;0
12;6;15;0;0
12;6;14;0;0
4;3;6;1;0
7;6;10;1;0
9;4;12;1;1
4;7;7;0;1
20;2;21;0;0
16;4;17;1;0
15;3;17;0;1
8;5;11;0;1
6;4;9;0;1
10;2;11;1;0
5;6;7;0;1
4;1;6;0;1
8;2;10;1;0
15;7;17;0;0
3;7;6;0;1
7;2;10;1;1
11;1;12;0;1
2;6;4;1;0
3;7;4;1;1
8;7;9;0;1
5;7;8;0;0
12;7;13;1;1
20;7;21;0;0
11;4;12;0;1
19;3;21;1;1
6;3;7;0;0
17;5;19;1;1
20;1;23;0;1
14;3;15;0;0
12;4;13;0;1
1;3;4;1;1
5;6;6;0;0
18;7;19;1;1
15;2;16;0;1
20;7;23;0;0
2;1;4;1;0
18;7;19;0;1
16;3;18;0;0
13;2;16;1;0
8;6;10;0;1
18;3;21;0;0
4;1;6;0;1
12;2;13;0;0
8;5;11;0;1
14;6;17;1;1
18;6;20;1;0
10;2;11;1;0
15;6;17;1;1
6;3;8;0;0
9;2;12;1;1
19;1;21;1;1
14;1;16;0;0
17;5;18;1;0
17;2;20;0;0
16;6;18;0;0
11;5;14;1;0
5;5;7;0;0
15;4;16;0;0
10;4;13;1;1
10;4;13;0;0
18;5;20;1;0
12;1;15;0;0
11;7;14;0;0
13;2;14;0;1
4;1;5;0;1
13;7;15;1;0
14;3;17;1;1
18;4;21;1;0
2;2;5;1;1
13;7;14;0;1
1;2;3;0;1
15;3;18;1;1
17;2;19;0;1
2;7;4;1;0
16;7;18;0;0
18;6;19;1;1
4;3;6;0;0
18;4;19;0;0
11;4;13;0;0
15;3;18;1;0
5;2;8;1;0
13;3;16;0;0
16;7;18;1;1
3;6;6;0;0
14;2;15;1;0
15;1;17;1;0
16;1;17;1;1
4;3;7;1;1
16;4;18;0;1
16;4;19;0;0
19;6;21;0;0
4;5;7;0;0
3;2;4;1;0
7;6;9;1;1
3;3;4;1;1
1;5;4;1;0
12;6;15;0;0
19;4;20;1;0
3;6;6;0;1
13;7;16;0;1
14;3;16;0;0
13;5;14;0;1
1;6;2;1;0
6;4;7;0;0
10;2;11;1;0
12;6;14;0;1
20;1;22;0;0
8;7;9;0;0
15;1;17;1;0
12;5;14;1;1
3;4;6;0;1
3;4;4;0;1
13;7;16;1;1
9;6;10;0;0
6;2;9;1;0
7;3;8;1;0
20;1;21;0;1
10;7;12;1;1
2;2;4;1;1
20;6;23;0;0
2;4;4;0;0
17;7;20;1;1
13;6;15;0;1
6;1;7;0;1
4;4;5;1;0
1;1;4;0;1
20;6;22;1;0
15;4;18;0;0
1;5;2;0;0
7;2;10;0;1
16;3;17;0;0
8;2;10;1;1
14;1;17;1;0
9;2;12;0;0
12;4;15;0;0
11;4;13;1;0
11;5;12;0;0
13;3;16;1;0
17;7;19;0;0
10;7;11;1;1
17;7;18;1;0
9;7;11;1;1
5;2;7;0;0
2;3;5;0;0
17;7;20;1;0
11;5;12;1;1
6;4;7;0;0
8;6;9;0;0
7;3;10;1;1
2;3;5;1;0
10;1;13;1;0
7;2;10;0;0
14;2;16;1;1
20;3;23;0;0
8;1;11;0;0
12;6;15;1;1
18;7;21;1;0
9;3;10;0;0
12;6;13;0;1
10;6;11;0;1
4;2;6;1;1
15;1;18;1;1
1;5;2;1;0
19;1;22;0;0
4;5;5;0;1
16;3;19;0;1
10;2;11;1;1
17;2;19;0;0
10;2;11;1;1
5;6;6;0;1
16;7;17;0;0
18;5;20;0;1
4;4;6;0;1
8;6;10;1;0
7;7;8;1;0
1;6;2;0;1
1;7;2;0;0
7;7;9;0;1
9;3;11;1;0
14;4;16;0;0
3;3;6;0;1
17;1;19;1;1
9;1;10;1;0
1;2;3;0;1
4;2;7;0;1
20;1;21;0;0
11;6;12;0;0
17;5;20;1;0
14;5;15;1;1
5;3;8;0;0
8;3;10;0;1
19;5;20;0;1
4;4;6;0;1
17;1;20;1;1
3;5;4;0;0
13;6;14;0;1
8;2;10;0;0
15;4;17;0;0
7;3;8;0;0
18;2;20;1;0
18;3;19;0;0
16;7;17;1;1
9;3;10;1;1
10;1;11;1;1
2;5;4;0;0
17;6;18;1;1
9;5;11;0;1
7;7;8;1;0
18;4;19;0;0
15;7;16;0;1
18;2;20;1;0
19;1;22;0;1
1;7;4;0;0
19;2;22;0;0
9;1;10;0;0
1;3;4;0;1
20;6;21;1;0
4;5;6;1;1
7;6;8;0;1
14;7;16;0;0
8;3;10;1;1
6;2;7;0;0
8;4;9;0;0
4;2;6;1;1
12;6;14;1;1
3;5;5;1;1
18;5;20;0;0
3;5;5;1;0
11;2;14;1;1
3;5;5;0;0
13;6;16;1;1
15;1;16;1;1
4;5;7;0;1
2;7;5;1;0
5;4;6;1;0
19;5;21;0;0
9;1;10;0;0
17;6;18;1;0
12;1;15;1;1
1;7;3;1;1
16;4;18;0;0
17;6;20;0;0
7;5;8;1;0
15;5;17;0;1
7;4;9;0;0
16;1;17;1;1
12;7;14;0;1
20;3;21;1;0
14;2;16;1;1
18;7;20;1;1
18;6;19;0;1
19;6;22;1;0
4;2;6;1;0
7;7;9;1;0
11;2;12;0;0
12;4;15;0;1
8;2;10;0;0
15;7;18;0;0
7;4;8;1;1
6;4;8;1;1
10;5;12;1;0
16;5;18;1;1
5;6;7;1;1
10;5;11;0;0
8;7;10;0;0
17;5;19;0;0
1;1;4;1;1
13;3;15;0;1
1;6;3;0;0
3;2;5;0;0
5;4;8;1;0
13;6;14;1;0
12;7;14;1;0
17;4;18;0;0
7;7;9;0;0
14;2;16;1;0
9;7;11;1;0
17;6;20;1;0
14;7;16;0;0
7;5;8;0;0
12;4;15;0;0
8;4;9;0;0
7;3;9;0;1
18;3;21;0;0
12;6;13;0;0
1;2;3;1;1
20;2;23;0;1
10;3;13;1;1
7;3;9;1;1
4;6;7;0;0
14;7;16;0;0
18;2;19;1;1
10;2;11;0;0
18;3;20;1;1
16;7;17;1;0
11;5;12;0;0
18;3;20;1;0
18;2;19;1;1
7;5;8;1;1
10;1;13;1;1
8;7;9;0;1
8;4;10;1;1
12;4;15;0;0
15;1;16;0;1
19;1;20;0;0
9;2;10;1;1
4;1;5;0;1
2;3;5;0;0
16;4;18;1;0
20;5;22;0;1
18;7;21;1;1
13;7;15;1;0
8;2;11;0;0
1;5;3;0;0
9;5;12;1;0
18;7;19;1;0
5;4;7;1;0
10;6;11;0;1
14;6;16;0;1
10;5;12;1;0
5;1;6;1;0
6;1;7;1;0
8;1;9;1;0
13;2;14;1;0
2;3;4;0;1
7;2;10;1;0
9;6;10;0;0
19;3;21;0;0
16;5;17;1;1
4;5;6;1;0
20;6;22;1;0
14;2;17;1;0
18;4;21;0;1
15;4;16;0;0
12;2;14;1;1
18;5;20;0;0
11;5;14;0;1
9;2;12;1;0
1;5;4;0;0
15;5;16;1;0
12;2;14;1;1
9;6;11;1;0
7;7;10;1;0
2;5;5;0;0
12;4;15;0;1
4;5;6;0;0
6;3;8;0;1
5;1;7;1;0
7;5;8;1;1
17;1;18;1;1
18;6;19;1;1
1;1;3;0;0
12;3;13;1;0
2;4;5;0;0
11;2;13;1;0
13;6;16;0;0
7;3;10;0;1
8;3;9;0;0
16;2;18;0;1
18;5;19;0;1
13;4;15;1;0
1;5;2;0;0
2;4;3;0;0
18;6;21;1;1
18;6;21;1;0
9;5;12;1;0
5;6;6;0;0
17;6;19;1;0
13;5;16;0;1
1;2;4;0;1
7;3;9;1;1
16;5;18;1;1
11;7;12;1;1
14;3;15;0;0
10;7;12;0;1
11;1;12;1;0
16;4;18;0;1
17;4;19;0;0
17;5;18;1;1
9;3;10;1;1
17;2;18;0;1
13;3;16;1;1
17;7;19;0;1
12;3;14;0;0
17;4;19;1;0
14;5;17;1;0
3;2;6;0;1
10;7;12;1;0
9;1;10;0;0
12;4;13;1;0
18;5;21;1;1
19;6;21;0;0
1;2;4;0;1
